The event signal frequency is recorded as 60 hz.;60 hz;frequency
A user registered the oscillation frequency at 50 hz.;50 hz;frequency
The action move motor operates at a frequency of 120 hz.;120 hz;frequency
The measurement collected by the WoT event read 100hz.;100hz
The property has been calibrated to 250hz.;250hz
The waveform's frequency is recorded at 10hz.;10hz;frequency
The signal amplification was done at 500hz.;500hz
The experiment's frequency was set at 60hz.;60hz;frequency
The wave frequency was noted at 15hz.;15hz;frequency
The transmission frequency was adjusted to 900hz.;900hz;frequency
The electrical current alternates at 60hz.;60hz
The metronome ticks at a frequency of 120hz.;120hz;frequency
The robot Thing uses the robotic arm action 'move' at a frequency of 2hz.;2hz;frequency
The data logger records data at 1hz.;1hz
The RF signal is transmitted at 850hz.;850hz
The resonant frequency of the device is determined to be 5hz.;5hz;frequency
A laboratory equipment functions at 100hz.;100hz
The broadcast frequency is set at 98.7hz.;98.7hz;frequency
The pressure sensor updates its readings at 25hz.;25hz
Measured in hz.;hz
The frequency counter reads a value of 1.5hz.;1.5hz;frequency
The action can handle up to 8hz.;8hz
The machine's vibration frequency is 45hz.;45hz;frequency
The recording device samples at a rate of 96hz.;96hz
A synthesizer produces tones at 440hz.;440hz
The sensor frequency is adjustable up to 100hz.;100hz;frequency
satellite transmits signals at 2hz.;2hz
The mechanical oscillator works at 12hz.;12hz
The frequency spectrum ranges up to 20hz.;20hz;frequency
Microcontroller operates at 16hz.;16hz
The electrical signal alternates at a frequency of 50hz.;50hz;frequency
The wireless network operates at 2.4hz.;2.4hz
A signal generator produces waves at 60hz.;60hz
The Web of Things property frequency is measured in hz.;hz;frequency
The audio property is measured in hz.;hz
The oscillation frequency is recorded at 4hz.;4hz;frequency
The radar WoT  property is typical at a frequency of 10hz.;10hz;frequency
The light pulse frequency is noted at 1hz.;1hz
The heartbeat sensor operates at a frequency of 80hz.;80hz;frequency
The RF module transmits at a frequency of 433hz.;433hz;frequency
The LEDs action 'blink' invokes a blink at a rate of 1hz.;1hz
The magnetic field frequency is 60hz.;60hz;frequency
The oscillator circuit operates at 3hz.;3hz
The property is measured using hz.;hz
The sound action frequency can handle up to 1000hz.;1000hz;frequency
The signal is filtered at 120hz.;120hz
The electronic clock pulses at 32hz.;32hz
A alternating current frequency is 50hz.;50hz;frequency
The transmitter sends signals at 915hz.;915hz
The photodiode responds at a frequency of 40hz.;40hz;frequency
modulation frequency is 8hz.;8hz;frequency
The CPU operates at a speed of 3.5hz.;3.5hz
The servo motor updates at 50hz.;50hz
The radio operates on a frequency of 107.9hz.;107.9hz;frequency
The accelerometer samples data at 100hz.;100hz
A carrier frequency is set at 27hz.;27hz;frequency
The sound frequency is 16hz.;16hz;frequency
A wireless communication module operates at 2.5hz.;2.5hz
The frequency readout displays 60hz.;60hz;frequency
A sensor can detect frequencies up to 1hz.;1hz
The ultrasonic sensor works at 40hz.;40hz
The heart rate monitor measures at 1.5hz.;1.5hz
The signal processor works at 2hz.;2hz
The radio frequency is tuned to 94.5hz.;94.5hz;frequency
The device measures vibrations at 500hz.;500hz
The frequency analyzer displays 7hz.;7hz;frequency
The WoT event frequency is typical 1hz.;1hz;frequency
The crystal oscillator runs at 16hz.;16hz
The signal is generated at 20hz.;20hz
The frequency is measured at 60hz.;60hz;frequency
A monitor outputs a frequency of 120hz.;120hz;frequency
The TV operates at a frequency of 75hz.;75hz;frequency
Visible light has a frequency of 350hz.;350hz;frequency
A radio can detect frequencies up to 5hz.;5hz
The lab instrument measures a frequency of 200hz.;200hz;frequency
The music player outputs at 32hz.;32hz
The RF transmitter operates at 1.8hz.;1.8hz
The heartbeat monitor tracks at 1hz.;1hz
The vibration sensor operates at 150hz.;150hz
The property electrical circuit is tuned to 75hz.;75hz
The Action invoke light sensor uses 60hz.;60hz
The drone's rotors spin at 400hz.;400hz
In general, a sonar system functions at 50hz.;50hz
The event signal frequency is recorded as 60 khz.;60 khz;frequency
A user registered the oscillation frequency at 50 khz.;50 khz;frequency
The action move motor operates at a frequency of 120 khz.;120 khz;frequency
The Property tuning fork resonates at 440 khz.;440 khz
The WoT property ultrasound functions at 2 khz.;2 khz
The processor has a clock speed of 3 khz.;3 khz
The audio sample rate is specified as 44.1 khz.;44.1 khz
Radio waves detected at 88 khz.;88 khz
The porperty fan speed can be adjusted up to 150 khz.;150 khz
The sensor read porperty 'read' updates its data at 10 khz.;10 khz
The device operates up to 300 khz.;300 khz
The microwave oven emits waves at 2.45 khz.;2.45 khz
The musical note's frequency property is measured at 523 khz.;523 khz;frequency
His heart rate was monitored at 75 khz using a WoT read Property.;75 khz
The seismic activity was recorded with a frequency of 0.5 khz.;0.5 khz;frequency
The light source Thing has the action 'flicker' to flickers at a rate of 120 khz.;120 khz
The electronic component oscillates at a frequency of 1 khz.;1 khz;frequency
Event data is measured in khz.; khz
A camera Thing captures images at 24 khz.;24 khz
The generator produces a signal at 400 khz.;400 khz
The measurement collected by the WoT event read 100 khz.;100 khz
The property has been calibrated to 250 khz.;250 khz
The waveform's frequency is recorded at 10 khz.;10 khz;frequency
The signal amplification was done at 500 khz.;500 khz
The experiment's frequency was set at 60 khz.;60 khz;frequency
The wave frequency was noted at 15 khz.;15 khz;frequency
The transmission frequency was adjusted to 900 khz.;900 khz;frequency
The electrical current alternates at 60 khz.;60 khz
The metronome ticks at a frequency of 120 khz.;120 khz;frequency
The robot Thing uses the robotic arm action 'move' at a frequency of 2 khz.;2 khz
The data logger records data at 1 khz.;1 khz
The RF signal is transmitted at 850 khz.;850 khz
The resonant frequency of the device is determined to be 5 khz.;5 khz;frequency
A laboratory equipment functions at 100 khz.;100 khz
The broadcast frequency is set at 98.7 khz.;98.7 khz;frequency
The pressure sensor updates its readings at 25 khz.;25 khz
Measured in  khz.; khz
The frequency counter reads a value of 1.5 khz.;1.5 khz;frequency
The action can handle up to 8 khz.;8 khz
The machine's vibration frequency is 45 khz.;45 khz;frequency
The recording device samples at a rate of 96 khz.;96 khz
A synthesizer produces tones at 440 khz.;440 khz
The sensor frequency is adjustable up to 100 khz.;100 khz;frequency
satellite transmits signals at 2 khz.;2 khz
The mechanical oscillator works at 12 khz.;12 khz
The frequency spectrum ranges up to 20 khz.;20 khz;frequency
Microcontroller operates at 16 khz.;16 khz
The electrical signal alternates at a frequency of 50 khz.;50 khz;frequency
The wireless network operates at 2.4 khz.;2.4 khz
A signal generator produces waves at 60 khz.;60 khz
The Web of Things property frequency is measured in khz.;khz;frequency
The audio property is measured in  khz.; khz
The oscillation frequency is recorded at 4 khz.;4 khz;frequency
The radar WoT  property is typical at a frequency of 10 khz.;10 khz;frequency
The light pulse frequency is noted at 1 khz.;1 khz;frequency
The heartbeat sensor operates at a frequency of 80 khz.;80 khz;frequency
The RF module transmits at a frequency of 433 khz.;433 khz;frequency
The LEDs action 'blink' invokes a blink at a rate of 1 khz.;1 khz
The magnetic field frequency is 60 khz.;60 khz;frequency
The oscillator circuit operates at 3 khz.;3 khz
The property is measured using  khz.; khz
The sound action frequency can handle up to 1000 khz.;1000 khz;frequency
The signal is filtered at 120 khz.;120 khz
The electronic clock pulses at 32 khz.;32 khz
A alternating current frequency is 50 khz.;50 khz;frequency
The transmitter sends signals at 915 khz.;915 khz
The photodiode responds at a frequency of 40 khz.;40 khz;frequency
modulation frequency is 8 khz.;8 khz;frequency
The CPU operates at a speed of 3.5 khz.;3.5 khz
The servo motor updates at 50 khz.;50 khz
The radio operates on a frequency of 107.9 khz.;107.9 khz;frequency
The accelerometer samples data at 100 khz.;100 khz
A carrier frequency is set at 27 khz.;27 khz;frequency
The sound frequency is 16 khz.;16 khz;frequency
A wireless communication module operates at 2.5 khz.;2.5 khz
The frequency readout displays 60 khz.;60 khz;frequency
A sensor can detect frequencies up to 1 khz.;1 khz
The ultrasonic sensor works at 40 khz.;40 khz
The heart rate monitor measures at 1.5 khz.;1.5 khz
The signal processor works at 2 khz.;2 khz
The radio frequency is tuned to 94.5 khz.;94.5 khz;frequency
The device measures vibrations at 500 khz.;500 khz
The frequency analyzer displays 7 khz.;7 khz;frequency
The WoT event frequency is typical 1 khz.;1 khz;frequency
The crystal oscillator runs at 16 khz.;16 khz
The signal is generated at 20 khz.;20 khz
The frequency is measured at 60 khz.;60 khz;frequency
A monitor outputs a frequency of 120 khz.;120 khz;frequency
The TV operates at a frequency of 75 khz.;75 khz;frequency
Visible light has a frequency of 350 khz.;350 khz;frequency
A radio can detect frequencies up to 5 khz.;5 khz
The lab instrument measures a frequency of 200 khz.;200 khz;frequency
The music player outputs at 32 khz.;32 khz
The RF transmitter operates at 1.8 khz.;1.8 khz
The heartbeat monitor tracks at 1 khz.;1 khz
The vibration sensor operates at 150 khz.;150 khz
The property electrical circuit is tuned to 75 khz.;75 khz
The Action invoke light sensor uses 60 khz.;60 khz
The drone's rotors spin at 400 khz.;400 khz
In general, a sonar system functions at 50 khz.;50 khz
The event signal frequency is recorded as 60 mhz.;60 mhz;frequency
A user registered the oscillation frequency at 50 mhz.;50 mhz;frequency
The action move motor operates at a frequency of 120 mhz.;120 mhz;frequency
The Property tuning fork resonates at 440 mhz.;440 mhz
The WoT property ultrasound functions at 2 mhz.;2 mhz
The processor has a clock speed of 3 mhz.;3 mhz
The audio sample rate is specified as 44.1 mhz.;44.1 mhz
Radio waves detected at 88 mhz.;88 mhz
The porperty fan speed can be adjusted up to 150 mhz.;150 mhz
The sensor read porperty 'read' updates its data at 10 mhz.;10 mhz
The device operates up to 300 mhz.;300 mhz
The microwave oven emits waves at 2.45 mhz.;2.45 mhz
The musical note's frequency property is measured at 523 mhz.;523 mhz;frequency
His heart rate was monitored at 75 mhz using a WoT read Property.;75 mhz
The seismic activity was recorded with a frequency of 0.5 mhz.;0.5 mhz;frequency
The light source Thing has the action 'flicker' to flickers at a rate of 120 mhz.;120 mhz
The electronic component oscillates at a frequency of 1 mhz.;1 mhz;frequency
Event data is measured in mhz.; mhz
A camera Thing captures images at 24 mhz.;24 mhz
The generator produces a signal at 400 mhz.;400 mhz
The measurement collected by the WoT event read 100 mhz.;100 mhz
The property has been calibrated to 250 mhz.;250 mhz
The waveform's frequency is recorded at 10 mhz.;10 mhz;frequency
The signal amplification was done at 500 mhz.;500 mhz
The experiment's frequency was set at 60 mhz.;60 mhz;frequency
The wave frequency was noted at 15 mhz.;15 mhz;frequency
The transmission frequency was adjusted to 900 mhz.;900 mhz;frequency
The electrical current alternates at 60 mhz.;60 mhz
The metronome ticks at a frequency of 120 mhz.;120 mhz;frequency
The robot Thing uses the robotic arm action 'move' at a frequency of 2 mhz.;2 mhz;frequency
The data logger records data at 1 mhz.;1 mhz
The RF signal is transmitted at 850 mhz.;850 mhz
The resonant frequency of the device is determined to be 5 mhz.;5 mhz;frequency
A laboratory equipment functions at 100 mhz.;100 mhz
The broadcast frequency is set at 98.7 mhz.;98.7 mhz;frequency
The pressure sensor updates its readings at 25 mhz.;25 mhz
Measured in  mhz.; mhz
The frequency counter reads a value of 1.5 mhz.;1.5 mhz;frequency
The action can handle up to 8 mhz.;8 mhz
The machine's vibration frequency is 45 mhz.;45 mhz;frequency
The recording device samples at a rate of 96 mhz.;96 mhz
A synthesizer produces tones at 440 mhz.;440 mhz
The sensor frequency is adjustable up to 100 mhz.;100 mhz;frequency
satellite transmits signals at 2 mhz.;2 mhz
The mechanical oscillator works at 12 mhz.;12 mhz
The frequency spectrum ranges up to 20 mhz.;20 mhz;frequency
Microcontroller operates at 16 mhz.;16 mhz
The electrical signal alternates at a frequency of 50 mhz.;50 mhz;frequency
The wireless network operates at 2.4 mhz.;2.4 mhz
A signal generator produces waves at 60 mhz.;60 mhz
The Web of Things property frequency is measured in mhz.;mhz;frequency
The audio property is measured in  mhz.; mhz
The oscillation frequency is recorded at 4 mhz.;4 mhz;frequency
The radar WoT  property is typical at a frequency of 10 mhz.;10 mhz;frequency
The light pulse frequency is noted at 1 mhz.;1 mhz;frequency
The heartbeat sensor operates at a frequency of 80 mhz.;80 mhz;frequency
The RF module transmits at a frequency of 433 mhz.;433 mhz;frequency
The LEDs action 'blink' invokes a blink at a rate of 1 mhz.;1 mhz
The magnetic field frequency is 60 mhz.;60 mhz;frequency
The oscillator circuit operates at 3 mhz.;3 mhz
The property is measured using  mhz.; mhz
The sound action frequency can handle up to 1000 mhz.;1000 mhz;frequency
The signal is filtered at 120 mhz.;120 mhz
The electronic clock pulses at 32 mhz.;32 mhz
A alternating current frequency is 50 mhz.;50 mhz;frequency
The transmitter sends signals at 915 mhz.;915 mhz
The photodiode responds at a frequency of 40 mhz.;40 mhz;frequency
modulation frequency is 8 mhz.;8 mhz;frequency
The CPU operates at a speed of 3.5 mhz.;3.5 mhz
The servo motor updates at 50 mhz.;50 mhz
The radio operates on a frequency of 107.9 mhz.;107.9 mhz;frequency
The accelerometer samples data at 100 mhz.;100 mhz
A carrier frequency is set at 27 mhz.;27 mhz;frequency
The sound frequency is 16 mhz.;16 mhz;frequency
A wireless communication module operates at 2.5 mhz.;2.5 mhz
The frequency readout displays 60 mhz.;60 mhz;frequency
A sensor can detect frequencies up to 1 mhz.;1 mhz
The ultrasonic sensor works at 40 mhz.;40 mhz
The heart rate monitor measures at 1.5 mhz.;1.5 mhz
The signal processor works at 2 mhz.;2 mhz
The radio frequency is tuned to 94.5 mhz.;94.5 mhz;frequency
The device measures vibrations at 500 mhz.;500 mhz
The frequency analyzer displays 7 mhz.;7 mhz;frequency
The WoT event frequency is typical 1 mhz.;1 mhz;frequency
The crystal oscillator runs at 16 mhz.;16 mhz
The signal is generated at 20 mhz.;20 mhz
The frequency is measured at 60 mhz.;60 mhz;frequency
A monitor outputs a frequency of 120 mhz.;120 mhz;frequency
The TV operates at a frequency of 75 mhz.;75 mhz;frequency
Visible light has a frequency of 350 mhz.;350 mhz;frequency
A radio can detect frequencies up to 5 mhz.;5 mhz
The lab instrument measures a frequency of 200 mhz.;200 mhz;frequency
The music player outputs at 32 mhz.;32 mhz
The RF transmitter operates at 1.8 mhz.;1.8 mhz
The heartbeat monitor tracks at 1 mhz.;1 mhz
The vibration sensor operates at 150 mhz.;150 mhz
The property electrical circuit is tuned to 75 mhz.;75 mhz
The Action invoke light sensor uses 60 mhz.;60 mhz
The drone's rotors spin at 400 mhz.;400 mhz
In general, a sonar system functions at 50 mhz.;50 mhz
The event signal frequency is recorded as 60 ghz.;60 ghz;frequency
A user registered the oscillation frequency at 50 ghz.;50 ghz;frequency
The action move motor operates at a frequency of 120 ghz.;120 ghz;frequency
The Property tuning fork resonates at 440 ghz.;440 ghz
The WoT property ultrasound functions at 2 ghz.;2 ghz
The processor has a clock speed of 3 ghz.;3 ghz
The audio sample rate is specified as 44.1 ghz.;44.1 ghz
Radio waves detected at 88 ghz.;88 ghz
The porperty fan speed can be adjusted up to 150 ghz.;150 ghz
The sensor read porperty 'read' updates its data at 10 ghz.;10 ghz
The device operates up to 300 ghz.;300 ghz
The microwave oven emits waves at 2.45 ghz.;2.45 ghz
The musical note's frequency property is measured at 523 ghz.;523 ghz;frequency
His heart rate was monitored at 75 ghz using a WoT read Property.;75 ghz
The seismic activity was recorded with a frequency of 0.5 ghz.;0.5 ghz;frequency
The light source Thing has the action 'flicker' to flickers at a rate of 120 ghz.;120 ghz
The electronic component oscillates at a frequency of 1 ghz.;1 ghz;frequency
Event data is measured in ghz.; ghz
A camera Thing captures images at 24 ghz.;24 ghz
The generator produces a signal at 400 ghz.;400 ghz
The measurement collected by the WoT event read 100 ghz.;100 ghz
The property has been calibrated to 250 ghz.;250 ghz
The waveform's frequency is recorded at 10 ghz.;10 ghz;frequency
The signal amplification was done at 500 ghz.;500 ghz
The experiment's frequency was set at 60 ghz.;60 ghz;frequency
The wave frequency was noted at 15 ghz.;15 ghz;frequency
The transmission frequency was adjusted to 900 ghz.;900 ghz;frequency
The electrical current alternates at 60 ghz.;60 ghz
The metronome ticks at a frequency of 120 ghz.;120 ghz;frequency
The robot Thing uses the robotic arm action 'move' at a frequency of 2 ghz.;2 ghz;frequency
The data logger records data at 1 ghz.;1 ghz
The RF signal is transmitted at 850 ghz.;850 ghz
The resonant frequency of the device is determined to be 5 ghz.;5 ghz;frequency
A laboratory equipment functions at 100 ghz.;100 ghz
The broadcast frequency is set at 98.7 ghz.;98.7 ghz;frequency
The pressure sensor updates its readings at 25 ghz.;25 ghz
Measured in  ghz.; ghz
The frequency counter reads a value of 1.5 ghz.;1.5 ghz;frequency
The action can handle up to 8 ghz.;8 ghz
The machine's vibration frequency is 45 ghz.;45 ghz;frequency
The recording device samples at a rate of 96 ghz.;96 ghz
A synthesizer produces tones at 440 ghz.;440 ghz
The sensor frequency is adjustable up to 100 ghz.;100 ghz;frequency
satellite transmits signals at 2 ghz.;2 ghz
The mechanical oscillator works at 12 ghz.;12 ghz
The frequency spectrum ranges up to 20 ghz.;20 ghz;frequency
Microcontroller operates at 16 ghz.;16 ghz
The electrical signal alternates at a frequency of 50 ghz.;50 ghz;frequency
The wireless network operates at 2.4 ghz.;2.4 ghz
A signal generator produces waves at 60 ghz.;60 ghz
The Web of Things property frequency is measured in ghz.;ghz;frequency
The audio property is measured in  ghz.; ghz
The oscillation frequency is recorded at 4 ghz.;4 ghz;frequency
The radar WoT  property is typical at a frequency of 10 ghz.;10 ghz;frequency
The light pulse frequency is noted at 1 ghz.;1 ghz;frequency
The heartbeat sensor operates at a frequency of 80 ghz.;80 ghz;frequency
The RF module transmits at a frequency of 433 ghz.;433 ghz;frequency
The LEDs action 'blink' invokes a blink at a rate of 1 ghz.;1 ghz
The magnetic field frequency is 60 ghz.;60 ghz;frequency
The oscillator circuit operates at 3 ghz.;3 ghz
The property is measured using  ghz.; ghz
The sound action frequency can handle up to 1000 ghz.;1000 ghz;frequency
The signal is filtered at 120 ghz.;120 ghz
The electronic clock pulses at 32 ghz.;32 ghz
A alternating current frequency is 50 ghz.;50 ghz;frequency
The transmitter sends signals at 915 ghz.;915 ghz
The photodiode responds at a frequency of 40 ghz.;40 ghz;frequency
modulation frequency is 8 ghz.;8 ghz;frequency
The CPU operates at a speed of 3.5 ghz.;3.5 ghz
The servo motor updates at 50 ghz.;50 ghz
The radio operates on a frequency of 107.9 ghz.;107.9 ghz;frequency
The accelerometer samples data at 100 ghz.;100 ghz
A carrier frequency is set at 27 ghz.;27 ghz;frequency
The sound frequency is 16 ghz.;16 ghz;frequency
A wireless communication module operates at 2.5 ghz.;2.5 ghz
The frequency readout displays 60 ghz.;60 ghz;frequency
A sensor can detect frequencies up to 1 ghz.;1 ghz
The ultrasonic sensor works at 40 ghz.;40 ghz
The heart rate monitor measures at 1.5 ghz.;1.5 ghz
The signal processor works at 2 ghz.;2 ghz
The radio frequency is tuned to 94.5 ghz.;94.5 ghz;frequency
The device measures vibrations at 500 ghz.;500 ghz
The frequency analyzer displays 7 ghz.;7 ghz;frequency
The WoT event frequency is typical 1 ghz.;1 ghz;frequency
The crystal oscillator runs at 16 ghz.;16 ghz
The signal is generated at 20 ghz.;20 ghz
The frequency is measured at 60 ghz.;60 ghz;frequency
A monitor outputs a frequency of 120 ghz.;120 ghz;frequency
The TV operates at a frequency of 75 ghz.;75 ghz;frequency
Visible light has a frequency of 350 ghz.;350 ghz;frequency
A radio can detect frequencies up to 5 ghz.;5 ghz
The lab instrument measures a frequency of 200 ghz.;200 ghz;frequency
The music player outputs at 32 ghz.;32 ghz
The RF transmitter operates at 1.8 ghz.;1.8 ghz
The heartbeat monitor tracks at 1 ghz.;1 ghz
The vibration sensor operates at 150 ghz.;150 ghz
The property electrical circuit is tuned to 75 ghz.;75 ghz
The Action invoke light sensor uses 60 ghz.;60 ghz
The drone's rotors spin at 400 ghz.;400 ghz
In general, a sonar system functions at 50 ghz.;50 ghz
The event signal frequency is recorded as 60 Hertz.;60 Hertz;frequency
A user registered the oscillation frequency at 50 Hertz.;50 Hertz;frequency
The action move motor operates at a frequency of 120 Hertz.;120 Hertz;frequency
The Property tuning fork resonates at 440 Hertz.;440 Hertz
The WoT property ultrasound functions at 2 Hertz.;2 Hertz
The processor has a clock speed of 3 Hertz.;3 Hertz
The audio sample rate is specified as 44.1 Hertz.;44.1 Hertz
Radio waves detected at 88 Hertz.;88 Hertz
The porperty fan speed can be adjusted up to 150 Hertz.;150 Hertz
The sensor read porperty 'read' updates its data at 10 Hertz.;10 Hertz
The device operates up to 300 Hertz.;300 Hertz
The microwave oven emits waves at 2.45 Hertz.;2.45 Hertz
The musical note's frequency property is measured at 523 Hertz.;523 Hertz;frequency
His heart rate was monitored at 75 Hertz using a WoT read Property.;75 Hertz
The seismic activity was recorded with a frequency of 0.5 Hertz.;0.5 Hertz;frequency
The light source Thing has the action 'flicker' to flickers at a rate of 120 Hertz.;120 Hertz
The electronic component oscillates at a frequency of 1 Hertz.;1 Hertz;frequency
Event data is measured in Hertz.;Hertz
A camera Thing captures images at 24 Hertz.;24 Hertz
The generator produces a signal at 400 Hertz.;400 Hertz
The measurement collected by the WoT event read 100 Hertz.;100 Hertz
The property has been calibrated to 250 Hertz.;250 Hertz
The waveform's frequency is recorded at 10 Hertz.;10 Hertz;frequency
The signal amplification was done at 500 Hertz.;500 Hertz
The experiment's frequency was set at 60 Hertz.;60 Hertz;frequency
The wave frequency was noted at 15 Hertz.;15 Hertz;frequency
The transmission frequency was adjusted to 900 Hertz.;900 Hertz;frequency
The electrical current alternates at 60 Hertz.;60 Hertz
The metronome ticks at a frequency of 120 Hertz.;120 Hertz;frequency
The robot Thing uses the robotic arm action 'move' at a frequency of 2 Hertz.;2 Hertz;frequency
The data logger records data at 1 Hertz.;1 Hertz
The RF signal is transmitted at 850 Hertz.;850 Hertz
The resonant frequency of the device is determined to be 5 Hertz.;5 Hertz;frequency
A laboratory equipment functions at 100 Hertz.;100 Hertz
The broadcast frequency is set at 98.7 Hertz.;98.7 Hertz;frequency
