The heartbeat monitor tracks with a period of 1 s.;1 s
The vibration sensor operates with a period of approximately 0.0067 s.;0.0067 s
The device's update period is recorded as 0.5 s.;0.5 s
The robotic arm operates with a period of approximately 0.25 s.;0.25 s
The mechanical clock ticks every 1/60 s.;1/60 s
The wireless sensor transmits data with a period of 0.2 s.;0.2 s


The event signal duration is recorded as 1/60s.;1/60s
A user registered the oscillation period at 1/50s.;1/50s
The action move motor operates with a period of 1/120s.;1/120s
The Property tuning fork resonates with a period of 1/440s.;1/440s
The WoT property ultrasound functions with a period of 0.5s.;0.5s
The processor has a clock period of 1/3s.;1/3s
The audio sample period is specified as approximately 0.023s.;0.023s
Radio waves detected have a period of approximately 0.011s.;0.011s
The property fan speed can be adjusted to a period as low as 1/150s.;1/150s
The sensor read property 'read' updates its data every 0.1s.;0.1s
The device operates with a maximum period of approximately 0.0033s.;0.0033s
The microwave oven emits waves with a period of approximately 0.408s.;0.408s
The musical note's frequency property corresponds to a period of approximately 0.0019s.;0.0019s
His heart rate was monitored with a period of approximately 0.013s using a WoT read Property.;0.013s
The seismic activity was recorded with a period of 2s.;2s
The light source Thing has the action 'flicker' that occurs every 1/120s.;1/120s
The electronic component oscillates with a period of 1s.;1s
Event data in s per day.;s
A camera Thing captures images every 1/24s.;1/24s
The generator produces a signal every 1/400s.;1/400s
The measurement collected by the WoT event read corresponds to a period of 0.01s.;0.01s
The property has been calibrated to a period of 1/250s.;1/250s
The waveform's period is recorded as 0.1s.;0.1s
The signal amplification was done at a period of 0.002s.;0.002s
The experiment's period was set to 1/60s.;1/60s
The wave period was noted at approximately 0.067s.;0.067s
The transmission period was adjusted to approximately 0.0011s.;0.0011s
The electrical current alternates with a period of 1/60s.;1/60s
The metronome ticks with a period of 1/120s.;1/120s
The robot Thing uses the robotic arm action 'move' with a period of 0.5s.;0.5s
The data logger records data every 1s.;1s
The RF signal is transmitted with a period of approximately 0.0012s.;0.0012s
The resonant frequency of the device is determined to have a period of 0.2s.;0.2s
A laboratory equipment functions with a period of 0.01s.;0.01s
The broadcast period is set to approximately 0.0101s.;0.0101s
The pressure sensor updates its readings every 0.04s.;0.04s
Measured in s per cycle.;s per cycle
The frequency counter reads a value corresponding to a period of approximately 0.667s.;0.667s
The action can handle periods up to 0.125s.;0.125s
The machine's vibration period is approximately 0.022s.;0.022s
The recording device samples at a period of approximately 0.0104s.;0.0104s
A synthesizer produces tones with a period of approximately 0.0023s.;0.0023s
The sensor period is adjustable up to 0.01s.;0.01s
The satellite transmits signals with a period of 0.5s.;0.5s
The mechanical oscillator works with a period of approximately 0.083s.;0.083s
The frequency spectrum ranges up to a period of 0.05s.;0.05s
The microcontroller operates with a period of approximately 0.063s.;0.063s
The electrical signal alternates with a period of 0.02s.;0.02s
The wireless network operates with a period of approximately 0.417s.;0.417s
A signal generator produces waves with a period of 1/60s.;1/60s
The Web of Things property period is approximately 0.03s.;0.03s
The audio property of the device uses 10s per cycle.;10s
The oscillation period is recorded at 0.25s.;0.25s
The radar WoT property typically operates with a period of 0.1s.;0.1s
The light pulse period is noted at 1s.;1s
The heartbeat sensor operates with a period of approximately 0.0125s.;0.0125s
The RF module transmits with a period of approximately 0.0023s.;0.0023s
The LEDs action 'blink' invokes a blink every 1s.;1s
The magnetic field period is approximately 0.017s.;0.017s
The oscillator circuit operates with a period of approximately 0.333s.;0.333s
The property in s per cycle.;s
The sound action 'frequency' can handle periods as short as 0.001s.;0.001s
The signal is filtered with a period of 0.0083s.;0.0083s
The electronic clock pulses every 0.031s.;0.031s
An alternating current period is 0.02s.;0.02s
The transmitter sends signals with a period of approximately 0.0011s.;0.0011s
The photodiode responds with a period of 0.025s.;0.025s
The modulation period is 0.125s.;0.125s
The CPU operates at a period of approximately 0.286s.;0.286s
The servo motor updates with a period of 0.02s.;0.02s
The radio operates with a period of approximately 0.0093s.;0.0093s
The accelerometer samples data every 0.01s.;0.01s
A carrier period is set to approximately 0.037s.;0.037s
The sound period is approximately 0.063s.;0.063s
A wireless communication module operates with a period of approximately 0.4s.;0.4s
The frequency readout displays a period of 1/60s.;1/60s
A sensor can detect periods up to 1s.;1s
The ultrasonic sensor works with a period of 0.025s.;0.025s
The heart rate monitor measures with a period of approximately 0.667s.;0.667s
The signal processor works with a period of 0.5s.;0.5s
The radio period is tuned to approximately 0.0106s.;0.0106s
The device measures vibrations with a period of 0.002s.;0.002s
The frequency analyzer displays a period of approximately 0.143s.;0.143s
The WoT event period is typically 1s.;1s
The crystal oscillator runs with a period of 0.063s.;0.063s
The signal is generated with a period of 0.05s.;0.05s
The period is measured at 1/60s.;1/60s
A monitor outputs with a period of 1/120s.;1/120s
The TV operates with a period of approximately 0.0133s.;0.0133s
Visible light has a period of approximately 0.0029s.;0.0029s
A radio can detect periods up to 0.2s.;0.2s
The lab instrument measures with a period of 0.005s.;0.005s
The music player outputs with a period of approximately 0.031s.;0.031s
The RF transmitter operates with a period of approximately 0.556s.;0.556s
The heartbeat monitor tracks with a period of 1s.;1s
The vibration sensor operates with a period of approximately 0.0067s.;0.0067s
The device's update period is recorded as 0.5s.;0.5s
The robotic arm operates with a period of approximately 0.25s.;0.25s
The mechanical clock ticks every 1/60s.;1/60s
The wireless sensor transmits data with a period of 0.2s.;0.2s
The event signal duration is recorded as 1/60 ms.;1/60 ms
A user registered the oscillation period at 1/50 ms.;1/50 ms
The action move motor operates with a period of 1/120 ms.;1/120 ms
The Property tuning fork resonates with a period of 1/440 ms.;1/440 ms
The WoT property ultrasound functions with a period of 0.5 ms.;0.5 ms
The processor has a clock period of 1/3 ms.;1/3 ms
The audio sample period is specified as approximately 0.023 ms.;0.023 ms
Radio waves detected have a period of approximately 0.011 ms.;0.011 ms
The property fan speed can be adjusted to a period as low as 1/150 ms.;1/150 ms
The sensor read property 'read' updates its data every 0.1 ms.;0.1 ms
The device operates with a maximum period of approximately 0.0033 ms.;0.0033 ms
The microwave oven emits waves with a period of approximately 0.408 ms.;0.408 ms
The musical note's frequency property corresponds to a period of approximately 0.0019 ms.;0.0019 ms
His heart rate was monitored with a period of approximately 0.013 ms using a WoT read Property.;0.013 ms
The seismic activity was recorded with a period of 2 ms.;2 ms
The light source Thing has the action 'flicker' that occurs every 1/120 ms.;1/120 ms
The electronic component oscillates with a period of 1 ms.;1 ms
Event data is measured in ms per cycle.;ms
A camera Thing captures images every 1/24 ms.;1/24 ms
The generator produces a signal every 1/400 ms.;1/400 ms
The measurement collected by the WoT event read corresponds to a period of 0.01 ms.;0.01 ms
The property has been calibrated to a period of 1/250 ms.;1/250 ms
The waveform's period is recorded as 0.1 ms.;0.1 ms
The signal amplification was done at a period of 0.002 ms.;0.002 ms
The experiment's period was set to 1/60 ms.;1/60 ms
The wave period was noted at approximately 0.067 ms.;0.067 ms
The transmission period was adjusted to approximately 0.0011 ms.;0.0011 ms
The electrical current alternates with a period of 1/60 ms.;1/60 ms
The metronome ticks with a period of 1/120 ms.;1/120 ms
The robot Thing uses the robotic arm action 'move' with a period of 0.5 ms.;0.5 ms
The data logger records data every 1 ms.;1 ms
The RF signal is transmitted with a period of approximately 0.0012 ms.;0.0012 ms
The resonant frequency of the device is determined to have a period of 0.2 ms.;0.2 ms
A laboratory equipment functions with a period of 0.01 ms.;0.01 ms
The broadcast period is set to approximately 0.0101 ms.;0.0101 ms
The pressure sensor updates its readings every 0.04 ms.;0.04 ms
Measured in ms per cycle.;ms
The frequency counter reads a value corresponding to a period of approximately 0.667 ms.;0.667 ms
The action can handle periods up to 0.125 ms.;0.125 ms
The machine's vibration period is approximately 0.022 ms.;0.022 ms
The recording device samples at a period of approximately 0.0104 ms.;0.0104 ms
A synthesizer produces tones with a period of approximately 0.0023 ms.;0.0023 ms
The sensor period is adjustable up to 0.01 ms.;0.01 ms
The satellite transmits signals with a period of 0.5 ms.;0.5 ms
The mechanical oscillator works with a period of approximately 0.083 ms.;0.083 ms
The frequency spectrum ranges up to a period of 0.05 ms.;0.05 ms
The microcontroller operates with a period of approximately 0.063 ms.;0.063 ms
The electrical signal alternates with a period of 0.02 ms.;0.02 ms
The wireless network operates with a period of approximately 0.417 ms.;0.417 ms
A signal generator produces waves with a period of 1/60 ms.;1/60 ms
The Web of Things property period is approximately 0.03 ms.;0.03 ms
The audio property is measured in ms per cycle.;ms
The oscillation period is recorded at 0.25 ms.;0.25 ms
The radar WoT property typically operates with a period of 0.1 ms.;0.1 ms
The light pulse period is noted at 1 ms.;1 ms
The heartbeat sensor operates with a period of approximately 0.0125 ms.;0.0125 ms
The RF module transmits with a period of approximately 0.0023 ms.;0.0023 ms
The LEDs action 'blink' invokes a blink every 1 ms.;1 ms
The magnetic field period is approximately 0.017 ms.;0.017 ms
The oscillator circuit operates with a period of approximately 0.333 ms.;0.333 ms
The property is measured using ms.;ms
The sound action 'frequency' can handle periods as short as 0.001 ms.;0.001 ms
The signal is filtered with a period of 0.0083 ms.;0.0083 ms
The electronic clock pulses every 0.031 ms.;0.031 ms
An alternating current period is 0.02 ms.;0.02 ms
The transmitter sends signals with a period of approximately 0.0011 ms.;0.0011 ms
The photodiode responds with a period of 0.025 ms.;0.025 ms
The modulation period is 0.125 ms.;0.125 ms
The CPU operates at a period of approximately 0.286 ms.;0.286 ms
The servo motor updates with a period of 0.02 ms.;0.02 ms
The radio operates with a period of approximately 0.0093 ms.;0.0093 ms
The accelerometer samples data every 0.01 ms.;0.01 ms
A carrier period is set to approximately 0.037 ms.;0.037 ms
The sound period is approximately 0.063 ms.;0.063 ms
A wireless communication module operates with a period of approximately 0.4 ms.;0.4 ms
The frequency readout displays a period of 1/60 ms.;1/60 ms
A sensor can detect periods up to 1 ms.;1 ms
The ultrasonic sensor works with a period of 0.025 ms.;0.025 ms
The heart rate monitor measures with a period of approximately 0.667 ms.;0.667 ms
The signal processor works with a period of 0.5 ms.;0.5 ms
The radio period is tuned to approximately 0.0106 ms.;0.0106 ms
The device measures vibrations with a period of 0.002 ms.;0.002 ms
The frequency analyzer displays a period of approximately 0.143 ms.;0.143 ms
The WoT event period is typically 1 ms.;1 ms
The crystal oscillator runs with a period of 0.063 ms.;0.063 ms
The signal is generated with a period of 0.05 ms.;0.05 ms
The period is measured at 1/60 ms.;1/60 ms
A monitor outputs with a period of 1/120 ms.;1/120 ms
The TV operates with a period of approximately 0.0133 ms.;0.0133 ms
Visible light has a period of approximately 0.0029 ms.;0.0029 ms
A radio can detect periods up to 0.2 ms.;0.2 ms
The lab instrument measures with a period of 0.005 ms.;0.005 ms
The music player outputs with a period of approximately 0.031 ms.;0.031 ms
The RF transmitter operates with a period of approximately 0.556 ms.;0.556 ms
The heartbeat monitor tracks with a period of 1 ms.;1 ms
The vibration sensor operates with a period of approximately 0.0067 ms.;0.0067 ms
The device's update period is recorded as 0.5 ms.;0.5 ms
The robotic arm operates with a period of approximately 0.25 ms.;0.25 ms
The mechanical clock ticks every 1/60 ms.;1/60 ms
The wireless sensor transmits data with a period of 0.2 ms.;0.2 ms
The event signal duration is recorded as 1/60 µs.;1/60 µs
A user registered the oscillation period at 1/50 µs.;1/50 µs
The action move motor operates with a period of 1/120 µs.;1/120 µs
The Property tuning fork resonates with a period of 1/440 µs.;1/440 µs
The WoT property ultrasound functions with a period of 0.5 µs.;0.5 µs
The processor has a clock period of 1/3 µs.;1/3 µs
The audio sample period is specified as approximately 0.023 µs.;0.023 µs
Radio waves detected have a period of approximately 0.011 µs.;0.011 µs
The property fan speed can be adjusted to a period as low as 1/150 µs.;1/150 µs
The sensor read property 'read' updates its data every 0.1 µs.;0.1 µs
The device operates with a maximum period of approximately 0.0033 µs.;0.0033 µs
The microwave oven emits waves with a period of approximately 0.408 µs.;0.408 µs
The musical note's frequency property corresponds to a period of approximately 0.0019 µs.;0.0019 µs
His heart rate was monitored with a period of approximately 0.013 µs using a WoT read Property.;0.013 µs
The seismic activity was recorded with a period of 2 µs.;2 µs
The light source Thing has the action 'flicker' that occurs every 1/120 µs.;1/120 µs
The electronic component oscillates with a period of 1 µs.;1 µs
Event data is measured in µs per cycle.;µs
A camera Thing captures images every 1/24 µs.;1/24 µs
The generator produces a signal every 1/400 µs.;1/400 µs
The measurement collected by the WoT event read corresponds to a period of 0.01 µs.;0.01 µs
The property has been calibrated to a period of 1/250 µs.;1/250 µs
The waveform's period is recorded as 0.1 µs.;0.1 µs
The signal amplification was done at a period of 0.002 µs.;0.002 µs
The experiment's period was set to 1/60 µs.;1/60 µs
The wave period was noted at approximately 0.067 µs.;0.067 µs
The transmission period was adjusted to approximately 0.0011 µs.;0.0011 µs
The electrical current alternates with a period of 1/60 µs.;1/60 µs
The metronome ticks with a period of 1/120 µs.;1/120 µs
The robot Thing uses the robotic arm action 'move' with a period of 0.5 µs.;0.5 µs
The data logger records data every 1 µs.;1 µs
The RF signal is transmitted with a period of approximately 0.0012 µs.;0.0012 µs
The resonant frequency of the device is determined to have a period of 0.2 µs.;0.2 µs
A laboratory equipment functions with a period of 0.01 µs.;0.01 µs
The broadcast period is set to approximately 0.0101 µs.;0.0101 µs
The pressure sensor updates its readings every 0.04 µs.;0.04 µs
Measured in µs per cycle.;µs
The frequency counter reads a value corresponding to a period of approximately 0.667 µs.;0.667 µs
The action can handle periods up to 0.125 µs.;0.125 µs
The machine's vibration period is approximately 0.022 µs.;0.022 µs
The recording device samples at a period of approximately 0.0104 µs.;0.0104 µs
A synthesizer produces tones with a period of approximately 0.0023 µs.;0.0023 µs
The sensor period is adjustable up to 0.01 µs.;0.01 µs
The satellite transmits signals with a period of 0.5 µs.;0.5 µs
The mechanical oscillator works with a period of approximately 0.083 µs.;0.083 µs
The frequency spectrum ranges up to a period of 0.05 µs.;0.05 µs
The microcontroller operates with a period of approximately 0.063 µs.;0.063 µs
The electrical signal alternates with a period of 0.02 µs.;0.02 µs
The wireless network operates with a period of approximately 0.417 µs.;0.417 µs
A signal generator produces waves with a period of 1/60 µs.;1/60 µs
The Web of Things property period is approximately 0.03 µs.;0.03 µs
The audio property is measured in µs per cycle.;µs
The oscillation period is recorded at 0.25 µs.;0.25 µs
The radar WoT property typically operates with a period of 0.1 µs.;0.1 µs
The light pulse period is noted at 1 µs.;1 µs
The heartbeat sensor operates with a period of approximately 0.0125 µs.;0.0125 µs
The RF module transmits with a period of approximately 0.0023 µs.;0.0023 µs
The LEDs action 'blink' invokes a blink every 1 µs.;1 µs
The magnetic field period is approximately 0.017 µs.;0.017 µs
The oscillator circuit operates with a period of approximately 0.333 µs.;0.333 µs
The property is measured using µs.;µs
The sound action 'frequency' can handle periods as short as 0.001 µs.;0.001 µs
The signal is filtered with a period of 0.0083 µs.;0.0083 µs
The electronic clock pulses every 0.031 µs.;0.031 µs
An alternating current period is 0.02 µs.;0.02 µs
The transmitter sends signals with a period of approximately 0.0011 µs.;0.0011 µs
The photodiode responds with a period of 0.025 µs.;0.025 µs
The modulation period is 0.125 µs.;0.125 µs
The CPU operates at a period of approximately 0.286 µs.;0.286 µs
The servo motor updates with a period of 0.02 µs.;0.02 µs
The radio operates with a period of approximately 0.0093 µs.;0.0093 µs
The accelerometer samples data every 0.01 µs.;0.01 µs
A carrier period is set to approximately 0.037 µs.;0.037 µs
The sound period is approximately 0.063 µs.;0.063 µs
A wireless communication module operates with a period of approximately 0.4 µs.;0.4 µs
The frequency readout displays a period of 1/60 µs.;1/60 µs
A sensor can detect periods up to 1 µs.;1 µs
The ultrasonic sensor works with a period of 0.025 µs.;0.025 µs
The heart rate monitor measures with a period of approximately 0.667 µs.;0.667 µs
The signal processor works with a period of 0.5 µs.;0.5 µs
The radio period is tuned to approximately 0.0106 µs.;0.0106 µs
The device measures vibrations with a period of 0.002 µs.;0.002 µs
The frequency analyzer displays a period of approximately 0.143 µs.;0.143 µs
The WoT event period is typically 1 µs.;1 µs
The crystal oscillator runs with a period of 0.063 µs.;0.063 µs
The signal is generated with a period of 0.05 µs.;0.05 µs
The period is measured at 1/60 µs.;1/60 µs
A monitor outputs with a period of 1/120 µs.;1/120 µs
The TV operates with a period of approximately 0.0133 µs.;0.0133 µs
Visible light has a period of approximately 0.0029 µs.;0.0029 µs
A radio can detect periods up to 0.2 µs.;0.2 µs
The lab instrument measures with a period of 0.005 µs.;0.005 µs
The music player outputs with a period of approximately 0.031 µs.;0.031 µs
The RF transmitter operates with a period of approximately 0.556 µs.;0.556 µs
The heartbeat monitor tracks with a period of 1 µs.;1 µs
The vibration sensor operates with a period of approximately 0.0067 µs.;0.0067 µs
The device's update period is recorded as 0.5 µs.;0.5 µs
The robotic arm operates with a period of approximately 0.25 µs.;0.25 µs
The mechanical clock ticks every 1/60 µs.;1/60 µs
The wireless sensor transmits data with a period of 0.2 µs.;0.2 µs
The event signal duration is recorded as 1/60 ns.;1/60 ns
A user registered the oscillation period at 1/50 ns.;1/50 ns
The action move motor operates with a period of 1/120 ns.;1/120 ns
The Property tuning fork resonates with a period of 1/440 ns.;1/440 ns
The WoT property ultrasound functions with a period of 0.5 ns.;0.5 ns
The processor has a clock period of 1/3 ns.;1/3 ns
The audio sample period is specified as approximately 0.023 ns.;0.023 ns
Radio waves detected have a period of approximately 0.011 ns.;0.011 ns
The property fan speed can be adjusted to a period as low as 1/150 ns.;1/150 ns
The sensor read property 'read' updates its data every 0.1 ns.;0.1 ns
The device operates with a maximum period of approximately 0.0033 ns.;0.0033 ns
The microwave oven emits waves with a period of approximately 0.408 ns.;0.408 ns
The musical note's frequency property corresponds to a period of approximately 0.0019 ns.;0.0019 ns
His heart rate was monitored with a period of approximately 0.013 ns using a WoT read Property.;0.013 ns
The seismic activity was recorded with a period of 2 ns.;2 ns
The light source Thing has the action 'flicker' that occurs every 1/120 ns.;1/120 ns
The electronic component oscillates with a period of 1 ns.;1 ns
Event data is measured in ns per cycle.;ns
A camera Thing captures images every 1/24 ns.;1/24 ns
The generator produces a signal every 1/400 ns.;1/400 ns
The measurement collected by the WoT event read corresponds to a period of 0.01 ns.;0.01 ns
The property has been calibrated to a period of 1/250 ns.;1/250 ns
The waveform's period is recorded as 0.1 ns.;0.1 ns
The signal amplification was done at a period of 0.002 ns.;0.002 ns
The experiment's period was set to 1/60 ns.;1/60 ns
The wave period was noted at approximately 0.067 ns.;0.067 ns
The transmission period was adjusted to approximately 0.0011 ns.;0.0011 ns
The electrical current alternates with a period of 1/60 ns.;1/60 ns
The metronome ticks with a period of 1/120 ns.;1/120 ns
The robot Thing uses the robotic arm action 'move' with a period of 0.5 ns.;0.5 ns
The data logger records data every 1 ns.;1 ns
The RF signal is transmitted with a period of approximately 0.0012 ns.;0.0012 ns
The resonant frequency of the device is determined to have a period of 0.2 ns.;0.2 ns
A laboratory equipment functions with a period of 0.01 ns.;0.01 ns
The broadcast period is set to approximately 0.0101 ns.;0.0101 ns
The pressure sensor updates its readings every 0.04 ns.;0.04 ns
Measured in ns per cycle.;ns
The frequency counter reads a value corresponding to a period of approximately 0.667 ns.;0.667 ns
The action can handle periods up to 0.125 ns.;0.125 ns
The machine's vibration period is approximately 0.022 ns.;0.022 ns
The recording device samples at a period of approximately 0.0104 ns.;0.0104 ns
A synthesizer produces tones with a period of approximately 0.0023 ns.;0.0023 ns
The sensor period is adjustable up to 0.01 ns.;0.01 ns
The satellite transmits signals with a period of 0.5 ns.;0.5 ns
The mechanical oscillator works with a period of approximately 0.083 ns.;0.083 ns
The frequency spectrum ranges up to a period of 0.05 ns.;0.05 ns
The microcontroller operates with a period of approximately 0.063 ns.;0.063 ns
The electrical signal alternates with a period of 0.02 ns.;0.02 ns
The wireless network operates with a period of approximately 0.417 ns.;0.417 ns
A signal generator produces waves with a period of 1/60 ns.;1/60 ns
The Web of Things property period is approximately 0.03 ns.;0.03 ns
The audio property is measured in ns per cycle.;ns
The oscillation period is recorded at 0.25 ns.;0.25 ns
The radar WoT property typically operates with a period of 0.1 ns.;0.1 ns
The light pulse period is noted at 1 ns.;1 ns
The heartbeat sensor operates with a period of approximately 0.0125 ns.;0.0125 ns
The RF module transmits with a period of approximately 0.0023 ns.;0.0023 ns
The LEDs action 'blink' invokes a blink every 1 ns.;1 ns
The magnetic field period is approximately 0.017 ns.;0.017 ns
The oscillator circuit operates with a period of approximately 0.333 ns.;0.333 ns
The property is measured using ns.;ns
The sound action 'frequency' can handle periods as short as 0.001 ns.;0.001 ns
The signal is filtered with a period of 0.0083 ns.;0.0083 ns
The electronic clock pulses every 0.031 ns.;0.031 ns
An alternating current period is 0.02 ns.;0.02 ns
The transmitter sends signals with a period of approximately 0.0011 ns.;0.0011 ns
The photodiode responds with a period of 0.025 ns.;0.025 ns
The modulation period is 0.125 ns.;0.125 ns
The CPU operates at a period of approximately 0.286 ns.;0.286 ns
The servo motor updates with a period of 0.02 ns.;0.02 ns
The radio operates with a period of approximately 0.0093 ns.;0.0093 ns
The accelerometer samples data every 0.01 ns.;0.01 ns
A carrier period is set to approximately 0.037 ns.;0.037 ns
The sound period is approximately 0.063 ns.;0.063 ns
A wireless communication module operates with a period of approximately 0.4 ns.;0.4 ns
The frequency readout displays a period of 1/60 ns.;1/60 ns
A sensor can detect periods up to 1 ns.;1 ns
The ultrasonic sensor works with a period of 0.025 ns.;0.025 ns
The heart rate monitor measures with a period of approximately 0.667 ns.;0.667 ns
The signal processor works with a period of 0.5 ns.;0.5 ns
The radio period is tuned to approximately 0.0106 ns.;0.0106 ns
The device measures vibrations with a period of 0.002 ns.;0.002 ns
The frequency analyzer displays a period of approximately 0.143 ns.;0.143 ns
The WoT event period is typically 1 ns.;1 ns
The crystal oscillator runs with a period of 0.063 ns.;0.063 ns
The signal is generated with a period of 0.05 ns.;0.05 ns
The period is measured at 1/60 ns.;1/60 ns
A monitor outputs with a period of 1/120 ns.;1/120 ns
The TV operates with a period of approximately 0.0133 ns.;0.0133 ns
Visible light has a period of approximately 0.0029 ns.;0.0029 ns
A radio can detect periods up to 0.2 ns.;0.2 ns
The lab instrument measures with a period of 0.005 ns.;0.005 ns
The music player outputs with a period of approximately 0.031 ns.;0.031 ns
The RF transmitter operates with a period of approximately 0.556 ns.;0.556 ns
The heartbeat monitor tracks with a period of 1 ns.;1 ns
The vibration sensor operates with a period of approximately 0.0067 ns.;0.0067 ns
The device's update period is recorded as 0.5 ns.;0.5 ns
The robotic arm operates with a period of approximately 0.25 ns.;0.25 ns
The mechanical clock ticks every 1/60 ns.;1/60 ns
The wireless sensor transmits data with a period of 0.2 ns.;0.2 ns
The event signal duration is recorded as 1/60 seconds.;1/60 seconds
A user registered the oscillation period at 1/50 seconds.;1/50 seconds
The action move motor operates with a period of 1/120 seconds.;1/120 seconds
The Property tuning fork resonates with a period of 1/440 seconds.;1/440 seconds
The WoT property ultrasound functions with a period of 0.5 seconds.;0.5 seconds
The processor has a clock period of 1/3 seconds.;1/3 seconds
The audio sample period is specified as approximately 0.023 seconds.;0.023 seconds
